area,type,BHK,sqft,price,unit
Navrangpura,Apartment,4,2250,1.3,Cr
Ranip,Apartment,1,649,19.84,L
Zundal Circle,Apartment,2,1125,31.5,L
Chanakyapuri,Apartment,4,2700,1.55,Cr
Vastral,Apartment,2,1800,45,L
Saijpur Bogha,Independent House,3,2000,60,L
Narolgam,Apartment,2,400,35,L
Near Nirma University On SG Highway,Apartment,1,1133,55,L
Sola,Apartment,3,2475,1.5,Cr
Thakkarbapa Nagar,Independent House,3,2000,60,L
Vejalpur,Apartment,1,522,20,L
Vejalpur,Apartment,2,600,45,L
Nava Naroda,Apartment,2,990,26,L
Bopal,Independent House,2,1800,75,L
Narolgam,Apartment,2,400,32,L
Bodakdev,Apartment,2,1170,58,L
Changodar,Apartment,2,900,21,L
Vejalpur,Apartment,2,1200,45,L
Isanpur,Apartment,1,600,17,L
Sanand,Apartment,2,619,30,L
Gota,Apartment,2,1197,49.51,L
Vastral,Apartment,2,990,35,L
Maninagar,Apartment,1,1500,31.5,L
Paldi,Apartment,2,1035,62,L
Shela,Apartment,1,647,18.5,L
Shela,Apartment,1,646,18.5,L
Thaltej,Independent House,5,2916,3.8,Cr
Memnagar,Independent House,4,2745,2.7,Cr
Nava Naroda,Independent House,2,1323,60,L
Shela,Apartment,3,1450,59,L
Nikol,Apartment,2,2200,27,L
Amraiwadi,Independent House,1,675,14,L
Chandlodiya,Apartment,2,1250,48,L
Nikol,Independent House,5,1500,55,L
Ghatlodiya,Villa,4,2250,2.1,Cr
Chandkheda,Apartment,1,792,23.5,L
Sanand,Apartment,2,850,31,L
Maninagar East,Apartment,3,1056,45,L
Sanand,Apartment,2,855,25,L
Paldi,Apartment,2,1035,62,L
Memnagar,Independent House,4,2745,2.7,Cr
Nava Naroda,Independent House,2,1323,60,L
Nava Naroda,Independent House,1,1300,55,L
Thaltej,Apartment,4,1600,75,L
Chandlodiya,Apartment,2,1250,48,L
Nikol,Independent House,5,1500,55,L
Shela,Apartment,3,1450,59,L
Ghatlodiya,Villa,4,2250,2.1,Cr
Vatva,Apartment,1,684,17.51,L
Bapunagar,Apartment,3,1400,19,L
Usman Pura,Apartment,3,1250,70,L
Naranpuraa,Apartment,3,1800,65,L
Sola,Apartment,3,2475,1.5,Cr
Gota,Apartment,2,1359,60,L
Paldi,Independent House,5,2646,3,Cr
Ghodsar,Apartment,4,1950,1.1,Cr
Nikol,Independent House,1,765,38,L
Nikol,Apartment,2,1215,40.5,L
Bapunagar,Apartment,3,1300,19,L
Gurukul,Apartment,2,750,45,L
Thaltej,Apartment,5,9000,2.6,Cr
Shilaj,Apartment,3,2548,1.6,Cr
New Maninagar,Apartment,2,830,41,L
Naroda,Apartment,2,1360,75,L
Ranip,Apartment,1,700,24,L
Kankaria,Villa,3,2520,3.5,Cr
Paldi,Apartment,2,1107,64,L
Ghatlodiya,Apartment,2,900,38,L
Nana Chiloda,Apartment,1,720,15,L
Chandlodia,Apartment,1,550,18,L
Naroda,Apartment,2,900,25.5,L
Gota,Apartment,3,1746,61.11,L
Ahmedabad Cantonment,Apartment,3,750,95,L
Maninagar,Apartment,2,1100,48,L
Vasant Vihar 2,Villa,3,1500,1,Cr
Saraspur,Independent House,4,1700,70,L
Nikol,Independent House,4,2400,1.65,Cr
Chanakyapuri,Apartment,2,700,30,L
Lambha,Studio Apartment,1,360,6,L
Bopal,Apartment,3,1425,80,L
Behrampura,Villa,2,900,40,L
Behrampura,Villa,2,900,41,L
Nikol,Apartment,1,810,27.5,L
Dholera,Villa,2,1193,26.99,L
Shela,Villa,4,2367,2.3,Cr
Odhav,Apartment,2,1143,19.05,L
Odhav,Apartment,2,1134,18.9,L
Shela,Apartment,3,1470,44.1,L
Shela,Apartment,2,1185,36.73,L
Shela,Apartment,3,1460,45.26,L
Shela,Apartment,4,2623,89.18,L
Shela,Apartment,4,3151,1.07,Cr
Shela,Apartment,3,2041,68.37,L
Shela,Apartment,3,1505,44.39,L
Bopal,Apartment,3,1450,46.4,L
Shela,Apartment,2,1125,34.87,L
Shela,Apartment,3,1470,45.57,L
Shela,Apartment,3,1460,45.26,L
Shela,Apartment,2,1185,36.73,L
Shela,Apartment,3,1455,45.1,L
Shela,Apartment,2,1130,35.03,L
Ranip,Apartment,1,640,19.57,L
Sola,Independent House,3,1656,3.5,Cr
Near Vaishno Devi Circle On SG Highway,Villa,4,5400,2.1,Cr
Nikol,Apartment,2,1350,45,L
Motera,Apartment,3,1280,65,L
Nava Naroda,Apartment,2,1203,30,L
Nikol,Apartment,2,1350,37.5,L
Gurukul,Apartment,3,2000,95,L
Ghodsar,Independent House,2,1350,35,L
Nikol,Apartment,2,1021,30,L
Jodhpur,Apartment,2,996,43,L
Chandkheda,Independent House,2,1000,51,L
Chandkheda,Apartment,2,1350,47,L
Bodakdev,Apartment,4,2666,2.4,Cr
Nikol,Apartment,3,2000,60,L
Nava Naroda,Apartment,3,1575,51,L
Satellite,Apartment,2,1035,38,L
Bodakdev,Apartment,3,1800,1,Cr
Bopal,Apartment,3,1430,50,L
Sughad,Apartment,2,1152,30,L
Prahlad Nagar,Apartment,3,1665,65,L
Science City,Penthouse,5,5220,3.6,Cr
Iscon Ambli Road,Penthouse,5,7500,5.9,Cr
Shivranjani Ahmedabad,Independent House,4,2565,3.5,Cr
Shahpur,Apartment,2,630,16,L
gota SG higway,Apartment,2,909,42,L
Navrangpura,Apartment,3,1700,85,L
Amraiwadi,Independent House,1,550,27.5,L
Paldi,Apartment,2,1035,50,L
Bopal,Apartment,3,1385,72,L
Meghani Nagar,Apartment,2,954,22,L
Sola,Villa,3,2250,2,Cr
NR Vandematram Cross Road,Apartment,2,1600,43,L
Ambli,Apartment,4,3849,2.88,Cr
Motera,Villa,5,4329,2.8,Cr
Navrangpura,Penthouse,4,3150,3.7,Cr
Shahibaug,Apartment,2,1260,80,L
Jodhpur Village,Apartment,2,1125,55,L
Satellite,Apartment,3,1800,90,L
Changodar,Apartment,2,925,17.5,L
Bopal,Apartment,2,1055,35,L
Amraiwadi,Independent House,3,991,40,L
Paldi,Apartment,2,1035,50,L
Naroda,Apartment,2,1125,35,L
Bodakdev,Apartment,2,1278,74.25,L
Changodar,Apartment,2,930,21,L
Chandranagar Road,Villa,3,4680,3.5,Cr
Godrej Garden City,Apartment,3,2235,1,Cr
Shahibaug,Apartment,3,1998,1.14,Cr
Ellisbridge,Apartment,4,2360,1.53,Cr
Chandkheda,Apartment,3,1521,58,L
Ghodsar,Independent House,1,1080,45,L
Science City Road,Villa,3,1755,1.65,Cr
Gota,Apartment,3,1584,65,L
Paldi,Apartment,2,1314,65,L
Chandkheda,Apartment,3,1575,60,L
Vaishnodevi,Apartment,3,1500,75,L
Motera,Independent House,3,2052,1.5,Cr
Khodiar Nagar,Independent House,3,1320,40,L
Makarba,Apartment,2,970,42,L
Khokhra,Apartment,1,410,23,L
Odhav,Independent House,1,450,17,L
Ambavadi,Apartment,3,1812,90,L
Chandkheda,Apartment,2,1350,55,L
Vasna,Apartment,2,840,36,L
Chandkheda,Apartment,2,720,60,L
Jashoda Nagar,Apartment,1,430,24,L
Nava Naroda,Apartment,1,720,16.5,L
Sindhubhavan Road,Villa,6,7200,20,Cr
Jodhpur Village,Apartment,2,1080,70,L
Near Nirma University On SG Highway,Apartment,2,811,45,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,1.97,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,1.94,Cr
Near Nirma University On SG Highway,Apartment,2,825,44,L
Near Nirma University On SG Highway,Apartment,2,834,48,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1845,81,L
Near Nirma University On SG Highway,Apartment,4,4000,2.2,Cr
Near Vaishno Devi Circle On SG Highway,Villa,4,5427,4.75,Cr
Near Vaishno Devi Circle On SG Highway,Villa,5,9495,9.32,Cr
New Maninagar,Apartment,2,1100,22.5,L
Nirnay Nagar,Apartment,2,810,35,L
Navrangpura,Apartment,5,3960,2.7,Cr
Santej,Villa,3,4995,3,Cr
Shela,Apartment,2,855,31.51,L
Naranpura Road,Independent House,3,3330,2.59,Cr
Vastral,Apartment,2,1413,58,L
Vastral,Apartment,2,1413,57.98,L
Bodakdev,Apartment,3,2400,1.85,Cr
Vasna,Apartment,3,900,76,L
Hatkeshwar,Independent House,1,630,60,L
Maninagar,Apartment,1,600,30,L
Ranip,Apartment,2,900,41,L
Changodar,Apartment,1,930,21,L
Ranip,Apartment,2,1180,36.5,L
Vastrapur,Independent House,3,3150,2.25,Cr
Chandkheda,Independent Floor,4,2890,1.6,Cr
Vasna,Apartment,3,950,75,L
Ranip,Apartment,2,1180,36.5,L
Narol,Apartment,3,1382,45,L
Vejalpur,Apartment,1,750,24,L
Vastral,Apartment,2,1242,30,L
Satellite,Apartment,3,1548,1,Cr
Satellite,Penthouse,4,2160,80,L
Vastral,Apartment,2,765,21,L
Near Vaishno Devi Circle On SG Highway,Independent House,10,17000,5,Cr
Satellite,Apartment,2,1125,65,L
Jodhpur Village,Apartment,3,2060,1.1,Cr
Jodhpur,Independent House,4,3096,3,Cr
Prernatirth Derasar,Apartment,2,945,33,L
Nava Vadaj,Penthouse,3,3420,1.14,Cr
Bopal,Apartment,3,1375,75,L
K K Nagar,Independent House,5,2230,1.45,Cr
Shela,Apartment,1,714,28,L
Nikol Gam Rd,Apartment,2,400,12.51,L
New Ranip,Independent House,4,3150,1.33,Cr
Hebatpur,Penthouse,5,6000,2.9,Cr
Nikol,Apartment,4,3240,1.15,Cr
New Ranip,Apartment,2,1080,45,L
South Bopal,Apartment,1,646,22,L
Nava Vadaj,Independent House,5,1935,85,L
Thaltej,Apartment,3,2160,1.4,Cr
Ghatlodiya,Independent House,4,2385,1.8,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,1125,55,L
Chandkheda,Apartment,3,1404,52,L
Chandkheda,Apartment,3,1521,60,L
Nikol,Apartment,2,1107,25.51,L
Chandkheda,Apartment,2,1026,40,L
NikolNaroda Road,Apartment,2,1062,38,L
Amraiwadi,Apartment,2,800,20,L
Shela,Apartment,3,1470,53,L
Nava Naroda,Apartment,2,1260,35,L
Paldi,Apartment,1,1080,50,L
Naroda,Independent House,1,630,38,L
Vasna,Independent House,4,3690,3.5,Cr
Dholera,Villa,1,1536,22.99,L
Ellisbridge,Apartment,3,2310,1.38,Cr
Changodar,Apartment,1,610,11.5,L
Gulbai Tekra,Independent House,4,3825,3.8,Cr
Saraspur,Independent House,2,1000,35,L
Vaishnodevi,Villa,4,7470,9,Cr
Ellisbridge,Apartment,4,2850,1.71,Cr
Ellisbridge,Apartment,4,2800,1.68,Cr
Ellisbridge,Apartment,2,1989,1.19,Cr
Ellisbridge,Apartment,3,2035,1.32,Cr
Ellisbridge,Apartment,3,1985,1.23,Cr
Khadia,Apartment,1,1345,18,L
Shela,Apartment,1,642,21,L
Gota,Apartment,2,972,35,L
Odhav,Apartment,2,950,24.51,L
Chandkheda,Independent House,3,1600,60,L
Chandkheda,Apartment,2,1026,40,L
Amraiwadi,Apartment,2,1100,47,L
Maninagar,Apartment,2,1100,47,L
Ghodsar,Independent House,6,3915,1.2,Cr
Near Nirma University On SG Highway,Apartment,2,811,46,L
Near Nirma University On SG Highway,Apartment,3,1500,72,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,2250,99,L
Shela,Villa,5,9000,4,Cr
New Ranip,Apartment,3,1755,69,L
Bopal,Apartment,3,1985,63.52,L
Naranpuraa,Apartment,3,1890,1.57,Cr
Santej,Villa,6,10683,8.5,Cr
Satellite,Independent House,3,2700,3,Cr
Zydus Hospital Road,Independent House,4,2358,3.5,Cr
bhuyangdev Cross Road,Independent House,2,3240,3.95,Cr
Thaltej,Villa,4,4050,4.25,Cr
South Bopal,Apartment,2,1078,59,L
Gota,Apartment,2,1197,45,L
Paldi,Apartment,3,1710,1.7,Cr
Naranpuraa,Apartment,3,1665,97,L
Shilaj,Apartment,2,1200,60,L
Maninagar,Apartment,2,1107,45,L
Vastrapur,Apartment,2,1125,65,L
New Ranip,Apartment,2,1035,35,L
Maninagar,Apartment,2,1107,45,L
Nava Naroda,Apartment,2,1080,29.4,L
Nava Naroda,Apartment,1,1080,29.4,L
Odhav,Studio Apartment,1,495,9.8,L
Thaltej,Apartment,2,520,32,L
Kuber Nagar,Independent House,1,400,9,L
Kuber Nagar,Independent Floor,2,400,16,L
Chandkheda,Apartment,1,711,23,L
Shela,Apartment,2,915,55,L
Vastral,Apartment,1,270,23,L
Vejalpur,Apartment,2,720,25,L
Satellite,Independent House,6,9500,12.47,Cr
Prahlad Nagar,Penthouse,5,9000,5.75,Cr
Surdhara Circle,Independent House,4,5850,9.9,Cr
Satellite,Independent House,5,5364,7.45,Cr
Dholera,Villa,1,1472,18.99,L
Prahlad Nagar,Apartment,3,1962,1.6,Cr
Vaishnodevi,Apartment,3,1530,54,L
Motera,Apartment,2,1287,46.5,L
Shela,Apartment,3,2013,91,L
Nava Naroda,Apartment,2,1010,30,L
Narolgam,Apartment,3,936,28,L
Thakkarbapa Nagar,Independent House,2,520,32,L
Chandkheda,Apartment,3,1650,70,L
Paldi,Apartment,1,675,45,L
Chandkheda,Independent Floor,2,1215,32.99,L
Chandkheda,Apartment,3,1548,55,L
Bopal,Apartment,2,1135,42,L
Ghatlodiya,Apartment,2,1200,32,L
Science City,Villa,3,3267,2.81,Cr
Near Nirma University On SG Highway,Apartment,2,1134,42,L
Shela,Apartment,3,1435,60,L
Vastral,Apartment,3,1350,40,L
Vastral,Apartment,2,400,34,L
Maninagar,Apartment,1,500,19,L
Vejalpur,Apartment,1,530,18,L
Keshav Nagar,Apartment,2,900,30,L
Keshav Nagar,Apartment,2,900,30,L
Chandkheda,Apartment,2,1008,42,L
Bavla,Apartment,2,1170,21,L
Shela,Apartment,3,1435,60,L
Vejalpur,Independent Floor,3,1200,55,L
Ghuma,Apartment,2,1486,45,L
Maninagar,Apartment,1,620,25,L
Gota,Apartment,2,1360,65,L
Vastral,Apartment,3,1350,40,L
Naranpura Road,Apartment,6,3780,3.11,Cr
Thaltej,Apartment,4,4250,3.5,Cr
Narolgam,Studio Apartment,1,396,8,L
Gota,Apartment,4,4150,1.53,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,2025,73.65,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,2250,79.99,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1183,44.51,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1350,62.51,L
Gota,Apartment,3,1710,60.8,L
Chandkheda,Independent Floor,2,1100,27,L
Ghuma,Apartment,3,1200,50,L
Science City,Villa,5,8500,8,Cr
Shilaj,Independent House,5,9500,12.6,Cr
Thaltej,Independent House,4,4275,7.9,Cr
Vastrapur,Apartment,4,4400,2.95,Cr
Vaishnodevi,Apartment,2,818,43,L
South Bopal,Apartment,3,1465,70,L
Thakkarbapa Nagar,Independent House,4,1134,52,L
Ghatlodiya,Independent House,3,3000,1.6,Cr
Bodakdev,Apartment,3,1600,1.2,Cr
Naroda,Apartment,2,1210,32,L
Hathijan,Apartment,1,648,9,L
Ghatlodiya,Apartment,2,855,42,L
Adraj,Apartment,2,990,24,L
Manipur,Apartment,1,200,19,L
Vejalpur,Apartment,3,1128,55,L
Hathijan,Apartment,1,882,19,L
Vastrapur,Apartment,3,1750,99.51,L
Memnagar,Independent House,4,2100,2.25,Cr
Narolgam,Apartment,1,1175,51,L
Thaltej,Apartment,2,1215,68,L
Naranpuraa,Apartment,2,1341,80,L
Naranpuraa,Apartment,1,558,35,L
Nikol Gam Rd,Apartment,3,2070,83,L
Chanakyapuri,Apartment,2,400,33,L
SAL Hospital,Independent House,4,1485,1.6,Cr
Shela,Apartment,2,718,31.5,L
Bakrol Circle,Independent Floor,1,720,13.21,L
Ambavadi,Independent House,4,6957,9.9,Cr
Naranpura Road,Apartment,2,900,45,L
Chandlodiya Road,Apartment,2,1080,35,L
New Ranip,Independent House,4,2070,2.5,Cr
Vastrapur,Penthouse,3,2170,80,L
Vastrapur,Apartment,3,2115,1,Cr
Naranpuraa,Apartment,3,1449,80,L
Ghatlodiya,Apartment,2,945,50,L
Ghodasar Road,Independent House,4,1170,1.5,Cr
Vaishnodevi,Apartment,2,1035,40,L
Vaishnodevi,Apartment,2,1035,40,L
Chandkheda,Apartment,2,1300,45,L
Navrangpura,Apartment,3,3000,1.75,Cr
Thakkarbapa Nagar,Apartment,1,585,9.25,L
Near Nirma University On SG Highway,Apartment,2,1000,41,L
Narayan Nagar,Apartment,2,990,66,L
Navrangpura,Apartment,3,1500,1,Cr
Gota,Apartment,2,1000,42,L
Nava Naroda,Apartment,3,1800,55,L
Bopal,Apartment,2,1225,54,L
Vastral,Apartment,1,1500,20,L
Tragad,Apartment,2,1044,52,L
Sarkhej,Independent House,4,2300,1.07,Cr
Motera,Apartment,2,450,50,L
New Maninagar,Studio Apartment,1,675,20,L
Vatva,Apartment,2,818,14.5,L
Sanand,Apartment,2,1296,35,L
Ghuma,Apartment,3,1250,45,L
Gota,Apartment,2,1620,52,L
Vejalpur,Independent House,2,855,90,L
Thakkarbapa Nagar,Independent House,4,1135,52,L
Nikol,Apartment,2,1386,53,L
Chandkheda,Independent Floor,2,1400,45,L
Makarba,Apartment,2,970,40,L
New Ranip,Independent House,3,1530,1.2,Cr
BopalGhuma Road,Villa,3,1350,71,L
S G Highway,Apartment,2,1188,43.5,L
Ranip,Apartment,1,640,19.57,L
Thaltej,Independent House,5,5175,6.5,Cr
BopalGhuma Road,Independent House,3,2025,1.05,Cr
Thaltej,Independent House,4,4950,7.9,Cr
Memnagar,Apartment,2,1107,70,L
Ellisbridge,Penthouse,5,3420,1.3,Cr
Adalaj,Independent House,3,5000,6,Cr
Bopal,Independent House,4,3500,1.9,Cr
Sindhu Bhavan Marg,Independent House,3,3000,3.95,Cr
Vastrapur,Apartment,4,3906,2,Cr
BopalGhuma Road,Villa,3,1620,74,L
Chandkheda,Apartment,2,1350,43,L
Changodar,Apartment,2,900,21,L
Gota,Apartment,2,1230,48,L
Maninagar,Apartment,2,900,40,L
Paldi,Apartment,3,1890,90,L
Nikol,Apartment,2,1053,30,L
Ghatlodiya,Apartment,2,1125,38,L
Bopal,Independent House,4,1512,1,Cr
Memnagar,Penthouse,3,1575,75,L
Akhbar Nagar Circle,Independent House,5,1500,1.4,Cr
Navrangpura,Penthouse,3,2070,1.05,Cr
Chandkheda,Apartment,2,1179,41,L
Chandkheda,Apartment,2,1125,31,L
Sindhubhavan Road,Penthouse,5,4915,4.25,Cr
Chandkheda,Apartment,4,2720,1.05,Cr
Shahibaug,Apartment,4,3420,2.7,Cr
Sardar Patel Ring Road,Independent House,5,8500,8,Cr
shyamal,Independent House,4,1890,2.4,Cr
Nava Naroda,Apartment,1,675,18,L
Sarkhej,Independent House,3,1260,43,L
Amraiwadi,Independent House,2,1440,40,L
Amraiwadi,Independent House,3,1980,82,L
Nava Naroda,Apartment,2,990,34,L
Paldi,Apartment,2,990,50,L
Gota,Apartment,3,1575,65,L
Satellite,Independent Floor,4,1665,1.75,Cr
Bopal,Apartment,2,1323,57,L
Amraiwadi,Independent House,2,900,35,L
Ashram Road,Apartment,3,1660,99.6,L
Satellite Road,Independent House,5,7200,13.5,Cr
Sughad,Apartment,2,1152,28,L
Shyamal Cross Road,Independent House,4,6300,9.1,Cr
Sola,Villa,3,2700,2.4,Cr
Shahibaug,Apartment,3,2665,2.25,Cr
Bodakdev,Apartment,5,5375,4.25,Cr
Bodakdev,Apartment,4,4760,4,Cr
Motera,Apartment,3,1850,85,L
Amraiwadi,Independent House,5,2250,67,L
Ambavadi,Apartment,5,2160,1.25,Cr
Naroda,Apartment,1,702,10,L
Sanand Heights Society,Apartment,1,1150,27,L
Santej,Villa,3,3492,2.01,Cr
Vaishnodevi,Villa,4,6858,2.99,Cr
Bapunagar,Apartment,1,657,20,L
Chandkheda,Independent House,2,540,60,L
Naranpuraa,Apartment,1,800,29,L
Memnagar,Independent House,4,1125,1.2,Cr
Vaishnodevi,Apartment,3,1539,60,L
Vastral,Apartment,1,729,19,L
Vasna,Apartment,1,450,18,L
Juhapura,Independent House,2,990,40,L
Gurukul Road,Apartment,1,1000,30,L
Motera,Apartment,3,1746,71,L
Bodakdev,Penthouse,5,5000,2.5,Cr
Ranip,Apartment,2,1215,42,L
Thaltej Shilaj Road,Independent House,4,2268,2.88,Cr
Ambavadi,Apartment,4,3770,2.8,Cr
Hansol,Independent House,2,500,30,L
Ghatlodiya,Independent House,4,2430,1,Cr
Bapunagar,Apartment,3,2070,40,L
Memnagar,Apartment,3,1900,87,L
Ghatlodiya,Independent House,4,2430,1,Cr
NikolNaroda Road,Villa,4,1395,99.51,L
Odhav,Independent House,3,720,34,L
Prahlad Nagar,Independent House,5,4635,6.5,Cr
Sanand,Apartment,2,1000,22,L
Bopal,Apartment,2,1080,37,L
Bopal,Apartment,2,1350,35,L
Sabarmati,Apartment,2,918,32,L
Vastral,Apartment,2,1350,35,L
Nava Naroda,Apartment,2,1035,25,L
Ambavadi,Apartment,3,2250,1.7,Cr
Science City,Villa,4,3996,8,Cr
Shilaj,Villa,4,6300,9,Cr
Ghatlodiya,Independent House,4,3870,3.25,Cr
Nava Naroda,Apartment,1,702,18,L
BopalGhuma Road,Independent House,4,3150,1.25,Cr
Gota,Apartment,2,1215,56,L
Naryanpura,Apartment,2,1269,75,L
Chandkheda,Apartment,3,2520,60,L
Gota,Apartment,3,1575,68,L
Vastrapur,Apartment,2,1251,83,L
Vejalpur,Apartment,1,640,27,L
Chandlodia,Independent Floor,2,420,35,L
Nikol,Apartment,2,900,30,L
Jodhpur,Apartment,3,1440,70,L
Vasna,Apartment,2,700,45,L
Ranip,Apartment,1,790,25.5,L
Bapunagar,Independent House,2,1485,50,L
Saraspur,Independent House,3,1125,65,L
Chanakyapuri,Apartment,2,909,40,L
Bopal,Apartment,2,1200,50,L
Kudasan,Independent House,4,3150,1.85,Cr
Maninagar,Independent House,3,700,75,L
Vasna,Apartment,4,2000,90,L
Vastrapur,Apartment,2,560,38,L
Vatva,Independent House,3,950,38,L
Near Nirma University On SG Highway,Apartment,3,1530,72,L
D Colony,Apartment,1,162,50,L
Vastral,Apartment,2,1500,35,L
Near Nirma University On SG Highway,Apartment,3,1994,1.4,Cr
Navrangpura,Villa,2,2700,1.5,Cr
Sughad,Apartment,2,972,24,L
BopalGhuma Road,Villa,4,2520,70,L
Ambavadi,Penthouse,4,2880,1.55,Cr
Isanpur,Apartment,2,1100,48,L
Near Nirma University On SG Highway,Apartment,1,650,27,L
Chandkheda,Apartment,2,1100,30,L
Ghatlodiya,Independent House,4,3600,1.7,Cr
Saijpur Bogha,Independent House,3,900,36,L
BopalGhuma Road,Apartment,2,1260,50,L
Nikol,Independent House,2,3800,45,L
Lambha,Apartment,2,400,20,L
Ghuma,Apartment,2,1450,45,L
Chandkheda,Apartment,2,1100,30,L
Ambavadi,Penthouse,4,2880,1.55,Cr
Ghatlodiya,Independent House,4,1200,1.6,Cr
Ghatlodiya,Independent House,4,3600,1.7,Cr
Jodhpur Village,Apartment,3,1629,85,L
Chandkheda,Apartment,2,1350,46,L
Vastral,Apartment,1,720,19,L
Motera,Apartment,2,1310,57,L
Gota,Studio Apartment,1,630,29,L
Chandkheda,Independent House,6,2340,55,L
Saraspur,Apartment,2,500,25,L
Nirnay Nagar,Apartment,2,900,37,L
Gota,Apartment,1,630,29,L
Chandkheda,Apartment,1,765,21.5,L
Bodakdev,Independent House,4,1980,2.8,Cr
Gota,Apartment,3,1710,75,L
Bodakdev,Independent House,4,3870,5.5,Cr
New C G Road,Apartment,2,1150,41,L
Shahibaug Flyover,Apartment,4,2160,2.25,Cr
Bodakdev,Apartment,2,1242,56,L
Shela,Apartment,3,2385,70,L
South Bopal,Independent House,4,2565,1.9,Cr
Naranpuraa,Apartment,3,1395,72,L
Naranpuraa,Apartment,3,1395,72,L
Paldi,Independent House,6,4131,3.8,Cr
Vasna,Apartment,1,475,32.5,L
Saijpur Bogha,Apartment,1,540,15,L
Gota,Apartment,1,720,32,L
Gota,Apartment,1,545,20.5,L
Bopal,Apartment,3,1375,77,L
Vasna,Apartment,3,1650,65,L
Khodiar Nagar,Independent House,1,1200,48,L
Naranpuraa,Studio Apartment,1,1500,18,L
Nikol,Apartment,3,1782,61.25,L
Motera,Apartment,2,1164,52,L
Gota,Apartment,3,864,35,L
Nikol,Apartment,1,766,21,L
Near Nirma University On SG Highway,Apartment,2,818,37,L
Makarba,Apartment,3,1557,78,L
Nava Naroda,Independent House,2,800,45,L
Juhapura,Independent House,4,2300,1.07,Cr
New Maninagar,Apartment,1,665,16.5,L
Bapunagar,Independent House,4,1600,70,L
Bopal,Apartment,3,1375,77,L
Vasna,Apartment,3,1650,65,L
Khodiar Nagar,Independent House,1,1200,48,L
Naranpuraa,Studio Apartment,1,1500,18,L
Nikol,Apartment,3,1782,61.25,L
Chandkheda,Apartment,2,1100,45,L
Nikol,Apartment,2,1000,32,L
Paldi,Independent House,6,4131,3.8,Cr
Vasna,Apartment,1,475,32.5,L
Saijpur Bogha,Apartment,1,540,15,L
Gota,Apartment,1,720,32,L
Near Nirma University On SG Highway,Apartment,3,1200,83.5,L
Vasna,Apartment,1,475,32.5,L
Gota,Apartment,1,545,20.5,L
Ghodsar,Apartment,1,1500,20,L
Shahpur,Independent House,3,850,26,L
Chandkheda,Apartment,2,1580,40,L
Sarkhej,Studio Apartment,1,395,11.65,L
Ambavadi,Villa,6,4950,10,Cr
Bhat,Independent House,4,3105,1.85,Cr
South Bopal Road,Independent House,3,1950,1.21,Cr
Bopal,Apartment,2,1125,42,L
Science City,Independent Floor,4,2110,2.35,Cr
Narolgam,Apartment,1,558,10,L
Nikol,Studio Apartment,1,500,21,L
New Ranip,Apartment,2,1260,45,L
Vejalpur,Apartment,2,900,33,L
Sanand,Independent House,3,1350,50,L
New Ranip,Apartment,2,1260,45,L
Science City,Independent Floor,4,2110,2.35,Cr
Vatva,Apartment,2,1017,18,L
Shahibaug,Apartment,4,2592,2.5,Cr
Bodakdev,Penthouse,3,4800,2.9,Cr
Chanakyapuri,Apartment,2,1323,59.5,L
Nikol,Apartment,2,1260,48,L
Gota,Apartment,3,1890,79,L
Sabarmati,Independent House,4,3600,2.1,Cr
Satellite,Apartment,1,495,34,L
Bopal,Apartment,2,1260,55,L
New Wadaj,Penthouse,2,1080,38,L
Khodiyar,Apartment,2,1130,40,L
Nana Chiloda,Apartment,3,2007,80,L
Naranpuraa,Apartment,3,1000,60,L
Moraiya,Apartment,2,774,50,L
Vejalpur,Apartment,3,1832,1.1,Cr
Gota,Apartment,3,1890,79,L
Sabarmati,Independent House,4,3600,2.1,Cr
Chanakyapuri,Apartment,2,1323,59.5,L
Nikol,Apartment,2,1260,48,L
Naranpuraa,Apartment,3,1000,60,L
Moraiya,Apartment,2,774,50,L
Vejalpur,Apartment,3,1832,1.1,Cr
Amraiwadi,Independent House,1,603,20,L
Khodiyar,Apartment,2,1130,40,L
Nana Chiloda,Apartment,3,2007,80,L
Ghuma Bopal Road,Apartment,2,1170,42,L
Thaltej,Villa,4,1620,1.35,Cr
Ghatlodia Road,Independent House,4,1800,1.75,Cr
Satellite,Independent House,4,4500,8,Cr
Motera,Apartment,2,1155,45,L
Maninagar,Apartment,2,1050,57,L
Bodakdev,Apartment,4,7000,4.26,Cr
Ghuma Bopal Road,Villa,4,1800,75,L
Sola,Independent House,4,2718,2.25,Cr
Naranpuraa,Apartment,6,2000,65,L
Jodhpur Village,Apartment,3,1854,1.31,Cr
Odhav,Independent House,3,700,60,L
Near Nirma University On SG Highway,Apartment,1,600,30,L
Bopal,Villa,3,1125,78,L
Near Nirma University On SG Highway,Apartment,2,967,38,L
