area,type,BHK,sqft,price,unit
Janta Nagar,Apartment,1,801,21.99,L
Chandkheda,Apartment,3,1890,60,L
Chandkheda,Apartment,3,2250,1.05,Cr
Vastral,Apartment,2,1200,34.51,L
Narolgam,Apartment,1,670,17,L
Chanakyapuri,Apartment,2,1103,58,L
Vejalpur,Apartment,1,452,17,L
Satellite,Independent House,2,900,85,L
Nava Naroda,Independent House,3,1161,45,L
India Colony,Independent House,1,880,40,L
Satellite Society,Apartment,4,3312,1,Cr
Nikol,Apartment,3,700,50,L
Pushpkunj Road,Independent House,6,5472,3.5,Cr
Bopal,Villa,5,4050,2,Cr
Kumbhnath Society Daxini Society,Apartment,1,657,40,L
Ambli Bopal Road,Villa,5,1512,1.25,Cr
Shela,Villa,3,2043,84,L
South Bopal,Villa,3,1935,1.35,Cr
Shela,Villa,4,2250,95,L
Sola,Villa,4,2250,3.35,Cr
Jodhpur,Apartment,2,1350,73,L
South Bopal,Apartment,2,1170,37.44,L
S G Highway,Apartment,3,1449,43.5,L
Thakkarbapa Nagar,Apartment,1,650,13,L
New Ranip,Apartment,4,1800,75,L
Chandkheda,Apartment,3,1620,50,L
Navrangpura,Apartment,3,1600,70,L
Navrangpura,Apartment,3,1600,65,L
Bapunagar,Apartment,3,1950,80,L
Vastrapur,Apartment,2,1088,64.75,L
Vejalpur,Apartment,2,1350,50,L
Vastral,Apartment,1,702,17.5,L
Chandkheda,Independent House,1,1500,55,L
Vasna,Apartment,2,1080,45,L
Changodar,Apartment,1,700,10,L
Ambavadi,Apartment,3,3600,1.05,Cr
Vastrapur,Apartment,3,1620,1.1,Cr
Nava Vadaj,Apartment,1,585,20,L
Narayan Nagar,Apartment,2,1098,50,L
Vatva,Apartment,1,612,13.5,L
Amraiwadi,Apartment,1,457,27,L
Paldi,Apartment,4,3870,3,Cr
Vejalpur,Apartment,2,1120,51.99,L
Vejalpur,Apartment,2,1350,45,L
New Ranip,Apartment,1,1280,36,L
Bapunagar,Independent House,1,1251,70,L
Vastral,Apartment,1,738,15,L
Bopal,Apartment,3,1385,65,L
Bopal,Apartment,3,2850,1.15,Cr
Jodhpur Village,Apartment,2,1575,95,L
Kankaria,Apartment,3,1980,1.31,Cr
Hathijan,Apartment,2,1152,24.5,L
Nava Naroda,Apartment,2,1008,25,L
Nava Naroda,Independent House,3,1500,95,L
Isanpur,Independent House,3,900,50,L
Nikol,Independent House,2,1300,35,L
Manipur,Independent House,3,1450,70,L
Chanakyapuri,Independent House,2,850,80,L
Chandkheda,Independent House,4,2916,1.41,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,814,52,L
Bopal,Apartment,3,1440,60,L
Bopal,Apartment,2,1985,87,L
Jodhpur Village,Apartment,3,1900,1.15,Cr
Jodhpur,Apartment,2,1335,68,L
Bopal,Apartment,3,2285,1.25,Cr
Jodhpur,Apartment,3,2781,1.85,Cr
Bopal,Apartment,3,1755,70,L
Bopal,Apartment,2,1170,35,L
Bopal,Independent House,3,1200,65,L
Thakkarbapa Nagar,Apartment,1,1184,12.5,L
Naranpuraa,Apartment,2,1000,48,L
Gomtipur,Independent House,5,9000,1,Cr
Nava Naroda,Villa,4,1845,1.05,Cr
Sanand,Independent House,3,1899,70,L
Arohi Club Road,Villa,4,4770,2,Cr
Shela,Villa,4,2934,2.6,Cr
Vejalpur,Apartment,2,1080,45,L
Shela,Apartment,1,646,18.5,L
Memar,Apartment,2,765,31,L
Nava Naroda,Independent House,3,1200,48,L
acher,Villa,4,3618,1.45,Cr
Thaltej,Independent House,4,1800,2,Cr
Shela,Apartment,2,1285,45,L
Thaltej,Apartment,3,2100,83,L
Ghatlodiya,Apartment,1,765,25,L
Naranpuraa,Apartment,4,2000,75,L
Ghatlodiya,Apartment,3,1215,60,L
Gurukul,Apartment,2,998,60.52,L
Chandkheda,Independent House,1,500,55,L
Odhav,Independent House,4,1120,75,L
Nikol,Independent House,2,1300,35,L
Odhav,Independent House,4,1080,75,L
Satellite,Apartment,3,3300,1.59,Cr
Jodhpur,Apartment,3,2900,1.99,Cr
Jodhpur Village,Apartment,2,1854,1.11,Cr
Ambli,Apartment,4,4475,3.22,Cr
Bopal,Apartment,2,2115,1,Cr
Makarba,Apartment,3,1160,50,L
Ambli,Apartment,3,2440,1.9,Cr
Ambli,Apartment,3,2570,1.58,Cr
Thaltej,Apartment,3,2100,81,L
Ambli,Apartment,3,2250,1.57,Cr
Vastral,Villa,2,1000,55,L
Ranip,Independent House,3,1125,35,L
Nava Naroda,Apartment,1,750,17.5,L
Hathijan,Apartment,1,550,13,L
New Maninagar,Apartment,2,1000,21,L
Nava Naroda,Independent Floor,2,1200,32,L
Gota,Apartment,3,1800,50,L
Vastrapur,Apartment,3,1665,1,Cr
Vastrapur,Apartment,3,1665,1,Cr
Bopal,Apartment,2,1860,1.05,Cr
Makarba,Apartment,2,1050,55,L
Bopal,Apartment,2,1400,62,L
Shela,Apartment,1,1140,50,L
Prahlad Nagar,Apartment,2,1152,75,L
Vejalpur,Apartment,1,1200,55,L
Bopal,Apartment,2,2360,1.05,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,1,650,24,L
Vasna,Apartment,2,900,42,L
Ambli,Apartment,4,2970,2,Cr
Ambli,Apartment,4,3400,2.38,Cr
Ambli,Apartment,3,2270,1.58,Cr
Sola,Penthouse,3,3816,1.35,Cr
Parimal Garden,Apartment,5,3600,2.5,Cr
Vastral,Apartment,1,756,17,L
Amraiwadi,Apartment,2,1215,39.99,L
Vejalpur,Apartment,2,1020,41,L
Makarba,Apartment,3,1755,77,L
Vasna,Apartment,2,1170,41,L
Maninagar,Apartment,2,1200,53,L
Amraiwadi,Independent House,1,600,33,L
Nava Naroda,Independent House,4,1250,45,L
Thaltej,Apartment,3,1700,81,L
Shela,Apartment,2,718,35,L
Kudasan,Apartment,2,1242,45,L
Bopal,Apartment,2,1380,60,L
Navrangpura,Apartment,4,3481,3.01,Cr
Navrangpura,Apartment,4,3481,3.01,Cr
Navrangpura,Apartment,4,3389,2.95,Cr
Navrangpura,Apartment,4,3389,2.95,Cr
Navrangpura,Apartment,4,3389,2.95,Cr
Thakkarbapa Nagar,Apartment,1,585,10.5,L
Bodakdev,Villa,5,6000,15,Cr
Shela,Villa,5,7101,5.4,Cr
Chandkheda,Independent House,3,1500,80,L
Vastral,Independent House,1,540,25,L
Bopal,Apartment,2,1250,38.75,L
Ranip,Apartment,3,1232,45,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1075,44.99,L
Vastral,Apartment,2,1305,35.52,L
Vastral,Apartment,3,1683,45.81,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1360,49,L
Vastral,Apartment,3,1638,44.6,L
Vastral,Apartment,3,1611,43.85,L
Bopal,Apartment,3,2965,1.35,Cr
Ambavadi,Apartment,2,765,62,L
Narolgam,Studio Apartment,1,360,12,L
Maninagar,Apartment,2,1053,51.75,L
Ghatlodiya,Independent House,2,1120,60,L
Santej,Villa,4,3150,3.25,Cr
Chandlodiya Road,Apartment,2,1081,34,L
Law Garden,Apartment,3,1719,85.95,L
Law Garden,Apartment,2,1215,67.5,L
Vastrapur,Villa,4,3645,3.99,Cr
Makarba,Apartment,3,1510,65,L
Ranip,Apartment,2,1350,48,L
Shrinand Nagar,Apartment,2,850,33,L
Ambavadi,Apartment,3,1530,89,L
Somnath Road,Apartment,2,700,20,L
Gota,Apartment,1,650,21.57,L
Near Nirma University On SG Highway,Apartment,2,1325,54,L
Near Nirma University On SG Highway,Apartment,2,1425,57,L
Bhat,Independent House,3,1000,65,L
Bopal,Independent House,3,2100,90,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3780,1.85,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,1.8,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3640,1.72,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3550,1.7,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3250,1.52,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3220,1.5,Cr
Ognaj,Apartment,2,927,45,L
Shyamal Satellite,Apartment,3,1350,71,L
Sarkhej,Apartment,1,360,12.9,L
Bopal,Independent House,2,2400,96,L
Thaltej,Villa,4,2700,2,Cr
Chanakyapuri,Apartment,3,3060,1.77,Cr
Nana Chiloda,Apartment,3,1818,65,L
Shela,Apartment,3,1725,81,L
Gurukul,Villa,4,4500,4.5,Cr
Chandlodia,Apartment,2,900,35,L
Chandkheda,Apartment,2,1134,47.25,L
Ambavadi,Apartment,3,3265,2.22,Cr
Ambavadi,Apartment,1,630,42,L
Odhav,Apartment,1,684,13,L
Satellite,Apartment,1,1170,65,L
Makarba,Apartment,1,1196,48,L
Bopal,Apartment,2,1076,50,L
Bopal,Apartment,2,1076,50,L
Prahlad Nagar,Apartment,3,2115,1.3,Cr
Near Nirma University On SG Highway,Apartment,3,2280,95,L
Near Nirma University On SG Highway,Apartment,3,1850,76,L
Near Nirma University On SG Highway,Apartment,3,1815,75,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,2280,92,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1815,72,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,77,L
Paldi,Apartment,2,1152,64,L
Shahibaug,Apartment,3,1000,1,Cr
Paldi,Apartment,3,1890,1.1,Cr
Paldi,Apartment,2,1260,75,L
Isanpur,Independent House,4,1369,62,L
Bapunagar,Apartment,2,963,29,L
Paldi,Apartment,3,1600,95,L
Thaltej,Apartment,4,2799,2,Cr
Bopal,Independent House,3,1980,1.35,Cr
Sughad,Apartment,2,1300,32,L
Bodakdev,Apartment,3,1485,93,L
Gota,Apartment,2,1333,62,L
Bodakdev,Apartment,2,972,60,L
Vejalpur,Apartment,2,1050,35,L
Nava Naroda,Apartment,1,765,19,L
Nikol,Apartment,3,1800,60,L
Vastral,Independent House,4,3200,1.5,Cr
Chanakyapuri,Independent House,3,2000,1,Cr
Nava Naroda,Apartment,1,765,19,L
Thaltej Shilaj Road,Independent House,3,1800,1.8,Cr
Bopal,Independent House,4,3393,3.8,Cr
Thaltej,Apartment,6,5200,6,Cr
Prahlad Nagar,Apartment,3,2115,1.25,Cr
S G Highway,Independent House,4,2690,1.7,Cr
Naroda,Studio Apartment,1,625,9.5,L
Ghatlodiya,Apartment,2,900,28,L
Bapunagar,Apartment,2,1224,40,L
Paldi,Apartment,2,1305,69.6,L
Narolgam,Apartment,3,1260,30,L
Nava Naroda,Apartment,1,765,19,L
Khokhra,Apartment,1,765,23.5,L
Bopal,Villa,3,2250,1.3,Cr
Bopal,Villa,5,6500,3.75,Cr
Sola Village,Apartment,4,3735,2.75,Cr
Vasna,Apartment,2,1530,81,L
Makarba,Apartment,3,1840,1.4,Cr
New Ranip,Apartment,2,1350,41.51,L
Chandlodia,Apartment,3,1200,38.5,L
Bhadaj,Apartment,2,945,30,L
Sanand,Apartment,2,1134,35,L
Memnagar,Apartment,2,990,49.9,L
Bopal,Apartment,2,1180,55,L
Shela,Apartment,2,1075,43.99,L
Shela,Apartment,2,1075,43.99,L
Ghuma,Villa,2,1800,1,Cr
Navrangpura,Apartment,3,1607,1.56,Cr
Sanand,Apartment,1,765,16,L
Shilaj,Apartment,2,1360,59.98,L
Sanand,Villa,3,1700,2.4,Cr
Sharnam County,Independent House,2,2025,82,L
Ghuma,Independent House,2,2025,75,L
Chekhla,Independent House,3,2052,39,L
Nava Vadaj,Apartment,1,585,20,L
Bapunagar,Apartment,2,1224,40,L
Narolgam,Independent House,1,990,15,L
Science City,Apartment,3,1620,95,L
Science City,Independent House,4,4050,4.75,Cr
Bodakdev,Apartment,2,2500,95,L
Paldi,Apartment,2,1845,1,Cr
Isanpur,Apartment,1,1000,25,L
Bopal,Apartment,3,2285,1.18,Cr
Bopal,Apartment,4,4650,2,Cr
Bopal,Apartment,5,5615,2.61,Cr
Bopal,Apartment,5,5600,2.85,Cr
Bopal,Apartment,3,2415,1.5,Cr
Ellisbridge,Apartment,3,2340,1.4,Cr
Makarba,Apartment,2,1070,52,L
Vasna,Apartment,3,750,47.5,L
Near Vaishno Devi Circle On SG Highway,Apartment,1,650,22,L
Bopal,Apartment,3,2214,1.15,Cr
Satellite,Apartment,2,1335,63,L
Bodakdev,Apartment,2,1100,47,L
Near Nirma University On SG Highway,Apartment,2,1300,51,L
Jodhpur Village,Apartment,2,1250,78,L
Bodakdev,Apartment,3,1935,1.35,Cr
Chanakyapuri,Apartment,3,1850,1.2,Cr
Vasna,Independent Floor,4,2250,77.01,L
Ranip,Apartment,3,1608,54,L
Vejalpur,Independent House,2,1080,57,L
Nikol,Studio Apartment,1,700,4.8,L
Meghani Nagar,Apartment,2,1143,45,L
Jivraj Park,Apartment,2,1170,50,L
Bapunagar,Apartment,2,1224,40,L
Sanand,Apartment,1,696,14,L
Naranpuraa,Apartment,2,1800,55,L
Naranpuraa,Apartment,2,1800,55,L
New Ranip,Apartment,1,1200,40,L
Prahlad Nagar,Apartment,2,1250,71,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1100,55,L
Vastrapur,Apartment,4,2500,1.2,Cr
Bodakdev,Apartment,4,4422,3.5,Cr
Paldi,Apartment,2,1845,1,Cr
Makarba,Apartment,2,1070,52,L
Bopal,Apartment,2,1175,35.25,L
Near Nirma University On SG Highway,Apartment,3,1611,58.9,L
Near Nirma University On SG Highway,Apartment,2,1323,51.5,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1056,46.5,L
Gota,Apartment,1,1140,42,L
Gota,Apartment,3,1730,80,L
Near Nirma University On SG Highway,Apartment,3,1729,61,L
New Ranip,Apartment,2,1215,47.5,L
Bopal,Independent House,3,2025,80,L
Thaltej,Apartment,3,2250,1,Cr
Jodhpur Village,Apartment,1,1125,65,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,73,L
Naroda,Independent House,3,1360,95,L
Bopal,Apartment,3,1250,46.5,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,730,43.5,L
Gota,Apartment,3,1620,66,L
Santej,Apartment,2,1170,45,L
Ghodsar,Independent House,5,2200,70,L
Near Vaishno Devi Circle On SG Highway,Apartment,1,650,32,L
Chandkheda,Apartment,3,2063,68.05,L
Bopal,Apartment,3,1450,47.75,L
Bopal,Apartment,3,1450,48.38,L
Bopal,Apartment,2,1200,38.66,L
Bopal,Apartment,3,1450,47.95,L
Odhav,Independent House,4,1757,50,L
Vatva,Independent House,3,2700,90,L
Gulbai Tekra,Apartment,3,2685,1.3,Cr
Bopal,Apartment,4,4615,2.03,Cr
Bopal,Apartment,3,1985,1.05,Cr
Bopal,Apartment,5,5615,2.7,Cr
Bopal,Apartment,5,5370,2.35,Cr
Bopal,Apartment,4,4300,2,Cr
Bopal,Apartment,4,4400,1.9,Cr
Bopal,Apartment,3,2610,1.2,Cr
Motera,Villa,4,3960,2.2,Cr
Nava Vadaj,Apartment,2,1180,50,L
Ellisbridge,Independent Floor,10,16000,7,Cr
Adraj,Apartment,2,1050,61,L
Parimal Garden,Apartment,4,2500,1.08,Cr
Maninagar East,Apartment,1,300,12,L
Memnagar,Apartment,2,950,42,L
Vastrapur,Villa,3,1710,1.09,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,1256,47,L
Prahlad Nagar,Apartment,3,2000,1.2,Cr
Prahlad Nagar,Apartment,3,1989,1.21,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1550,65,L
Jodhpur Village,Apartment,2,1130,59,L
Vastrapur,Apartment,3,1665,1,Cr
Bopal,Apartment,2,1035,29,L
Prahlad Nagar,Apartment,3,1620,81,L
Bopal,Apartment,3,1985,95,L
Prahlad Nagar,Apartment,3,1655,89,L
Sanand,Independent House,4,2304,70,L
Makarba,Apartment,3,1705,80,L
Makarba,Apartment,3,1590,65,L
Bopal,Apartment,3,1385,62,L
Ambli,Apartment,3,3096,2,Cr
Makarba,Apartment,3,1782,74.25,L
Maninagar,Apartment,3,1935,1.23,Cr
Gota,Apartment,2,1320,42,L
Near Nirma University On SG Highway,Apartment,3,1800,75,L
Bopal,Apartment,4,2965,1.4,Cr
Prahlad Nagar,Apartment,2,1250,75,L
Ellisbridge,Apartment,3,1719,86,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1075,38.65,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1075,38.7,L
Bodakdev,Apartment,4,3240,2.3,Cr
Jodhpur Village,Apartment,4,3950,3.92,Cr
Paldi,Apartment,3,1440,85,L
Nava Naroda,Independent House,4,1990,90,L
Chandlodia,Apartment,2,1550,65,L
Near Nirma University On SG Highway,Apartment,2,1350,44,L
Bopal,Apartment,3,1440,49.19,L
Science City,Apartment,3,1935,1.1,Cr
Near Nirma University On SG Highway,Apartment,3,1596,66,L
Gota,Apartment,2,1200,53,L
Gota,Apartment,3,2100,94,L
Gota,Apartment,1,610,25,L
Maninagar,Apartment,1,540,18,L
Nava Naroda,Independent House,3,1540,91,L
Vastral,Independent House,2,1377,88,L
Vatva,Apartment,2,950,45,L
Motera,Apartment,2,1323,50,L
Narolgam,Apartment,1,770,14,L
Shela,Villa,5,8740,5.51,Cr
Ognaj,Apartment,1,765,25,L
Gota,Apartment,2,1395,65,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,2280,1.05,Cr
Chanakyapuri,Apartment,3,1620,82,L
Shilaj,Apartment,3,1550,66,L
Nava Vadaj,Apartment,2,610,24.99,L
Sanand,Apartment,2,1341,16,L
Amraiwadi,Independent House,2,960,26.51,L
Makarba,Apartment,2,1064,44,L
Thaltej,Apartment,4,2550,1.49,Cr
Jodhpur Village,Apartment,3,2430,2.1,Cr
Thaltej,Villa,4,2250,2.25,Cr
Vastrapur,Apartment,4,2727,1.8,Cr
Gota,Apartment,3,2025,81,L
Gota,Apartment,3,2133,82.95,L
Vastrapur,Apartment,3,1650,1,Cr
Vastrapur,Apartment,4,2727,1.8,Cr
Gurukul,Apartment,3,1900,85,L
Memnagar,Apartment,3,1800,88,L
Thaltej,Apartment,4,2750,2.6,Cr
Navrangpura,Apartment,2,2250,1.46,Cr
Navrangpura,Apartment,2,2160,1.4,Cr
Navrangpura,Apartment,2,1965,1.27,Cr
Navrangpura,Apartment,2,2025,1.31,Cr
Bopal,Apartment,2,2400,96,L
Bopal,Apartment,2,2400,1.13,Cr
Bopal,Apartment,2,2450,1.15,Cr
Vasna,Apartment,2,2300,1.42,Cr
Vasna,Apartment,2,2300,1.31,Cr
Vastrapur,Apartment,2,2020,1.24,Cr
Thaltej,Apartment,4,2550,1.49,Cr
Jodhpur Village,Apartment,3,2430,2.1,Cr
Thaltej,Villa,4,2250,2.25,Cr
Vastrapur,Apartment,4,2727,1.8,Cr
Gota,Apartment,3,1710,60,L
Ambli,Apartment,3,3096,2.11,Cr
Satellite,Apartment,3,2700,1.85,Cr
Vejalpur,Apartment,3,1680,90,L
Chandkheda,Apartment,2,1016,40,L
Ghuma,Apartment,2,1170,33,L
Ranip,Apartment,3,1184,48,L
Nirnay Nagar,Independent House,3,2025,1.6,Cr
Nirnay Nagar,Independent House,3,2025,1.6,Cr
Sanathal,Villa,4,2376,1.75,Cr
Sanathal,Villa,4,4950,2.25,Cr
Bodakdev,Apartment,5,5500,6.99,Cr
Prahlad Nagar,Apartment,6,5800,8,Cr
Prahlad Nagar,Apartment,5,3900,2.2,Cr
Chharodi,Apartment,2,1080,48,L
Bopal,Apartment,3,1725,81,L
Ghatlodiya,Apartment,1,612,28,L
Nava Naroda,Apartment,2,900,20,L
Keshav Nagar,Apartment,2,1125,43,L
Naranpuraa,Apartment,4,1800,72,L
Gota,Apartment,2,1729,66,L
New Ranip,Apartment,2,1180,42,L
Kotarpur,Apartment,2,1150,30,L
Narolgam,Apartment,2,1098,25.5,L
Odhav,Apartment,2,1250,25,L
Odhav,Independent House,4,2700,1.6,Cr
Vastral,Independent House,2,1576,70,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3340,1.55,Cr
Prahlad Nagar,Apartment,3,1665,86,L
Ranip,Apartment,1,657,25,L
Nirnay Nagar,Independent House,3,2025,1.5,Cr
Nikol,Independent House,2,2500,1.81,Cr
Vastral,Apartment,3,1647,49,L
Paldi,Apartment,1,549,38,L
Bopal,Apartment,3,1632,62,L
Jodhpur,Apartment,2,1850,1,Cr
Bodakdev,Independent Floor,5,6728,7.24,Cr
Shela,Villa,4,6192,5.5,Cr
Ambli,Apartment,4,5800,5,Cr
Prahlad Nagar,Independent House,3,2700,3,Cr
Thaltej,Villa,4,4000,5,Cr
Ambli,Apartment,4,5800,6,Cr
Bodakdev,Villa,5,8000,18,Cr
Ambli,Apartment,4,4400,3,Cr
Paldi,Apartment,2,640,45,L
Jivraj Park,Apartment,2,990,48,L
Bopal,Apartment,4,2900,1.15,Cr
Jodhpur Village,Apartment,2,1856,1.11,Cr
Near Nirma University On SG Highway,Apartment,4,3550,1.55,Cr
Satellite,Apartment,3,1608,93,L
Shela,Apartment,3,1850,94,L
Bopal,Apartment,2,1285,50,L
Bopal,Apartment,4,3800,1.52,Cr
Jodhpur Village,Apartment,3,2000,1.3,Cr
Satellite,Apartment,3,2100,1.6,Cr
Shela,Apartment,2,1985,70,L
Near Nirma University On SG Highway,Apartment,4,3650,1.5,Cr
Bopal,Apartment,3,1545,70,L
Shela,Apartment,2,1170,42,L
Bopal,Apartment,2,1230,53.5,L
CG Road,Apartment,3,2500,1.56,Cr
Vastrapur,Apartment,3,1845,1.14,Cr
CG Road,Apartment,3,2500,1.53,Cr
CG Road,Apartment,3,2500,1.56,Cr
CG Road,Apartment,3,2500,1.56,Cr
CG Road,Apartment,3,2500,1.55,Cr
Prahlad Nagar,Apartment,3,1850,1.05,Cr
Bopal,Apartment,3,1440,54.5,L
Bopal,Apartment,3,1440,54,L
New Ranip,Apartment,1,945,35,L
Ramol,Apartment,1,650,15,L
Narolgam,Independent House,1,450,10.51,L
Nikol,Independent House,1,468,25,L
Chanakyapuri,Apartment,2,990,36,L
Thaltej,Villa,3,2522,3.74,Cr
Naranpuraa,Apartment,3,1440,78,L
Vastrapur,Apartment,5,3400,1.21,Cr
Hatkeshwar,Independent House,2,900,28,L
Prahlad Nagar,Independent House,4,3015,3.5,Cr
Bopal,Apartment,3,1450,61.5,L
Vasna,Apartment,3,2052,1.03,Cr
Ambavadi,Apartment,3,1780,89,L
Bopal,Independent House,3,1620,1.25,Cr
New Maninagar,Apartment,2,990,22,L
Hathijan,Apartment,2,1350,22.57,L
Janta Nagar,Apartment,2,1035,28,L
Bodakdev,Apartment,2,1215,59,L
Ambavadi,Apartment,3,1390,80,L
Sanathal,Villa,4,3060,1.54,Cr
Chandlodia,Apartment,2,1260,55,L
Chandkheda,Apartment,2,1170,37,L
Ranip,Apartment,3,1608,55,L
Nava Vadaj,Apartment,1,585,20,L
Sanathal,Villa,4,4950,2.25,Cr
Ghuma,Independent House,2,1100,57,L
Ghuma,Independent House,2,1800,75,L
Ghuma,Independent House,2,1800,60,L
Satellite,Apartment,3,1530,90,L
Sola,Villa,4,3429,1.75,Cr
Bopal,Apartment,2,1000,42,L
Ghuma,Independent House,3,2250,80,L
Bodakdev,Apartment,2,1380,62.61,L
Bopal,Apartment,2,1800,95,L
Paldi,Apartment,2,1295,76,L
Bopal,Apartment,1,1143,36,L
Bopal,Apartment,3,1800,85,L
Vasna,Apartment,3,2205,1.11,Cr
Prahlad Nagar,Villa,5,4500,7.5,Cr
Vastrapur,Apartment,3,2700,1.17,Cr
Nava Naroda,Apartment,2,1800,42,L
Naranpuraa,Independent House,3,2000,95,L
Vastral,Independent House,2,429,30,L
2 Kashi Ram Road,Independent House,4,1548,35,L
Maninagar,Apartment,1,1035,48,L
Thaltej,Independent House,3,2700,1.9,Cr
Jodhpur Village,Apartment,2,1782,1,Cr
Bodakdev,Apartment,2,1800,87.98,L
Thaltej,Apartment,2,1170,60,L
Vastrapur,Apartment,3,2250,1.65,Cr
Ghatlodiya,Apartment,2,990,37,L
Thaltej,Independent House,5,4410,6,Cr
Bodakdev,Apartment,2,1035,58,L
Ghatlodiya,Apartment,2,1179,60,L
Ghatlodiya,Apartment,3,1629,78,L
Shilaj,Independent House,4,3600,2.25,Cr
Thaltej,Apartment,2,1170,60,L
Bopal,Apartment,3,1985,80,L
Ambavadi,Apartment,3,1872,1.05,Cr
Bopal,Villa,3,2160,1.5,Cr
Thaltej,Apartment,4,4275,3,Cr
Science City,Villa,4,4500,7,Cr
Science City,Independent House,4,1836,2.25,Cr
Science City,Independent House,4,3600,5.21,Cr
Bopal,Independent House,4,3564,1.3,Cr
Science City,Apartment,2,1332,73,L
Bopal,Apartment,3,1430,75,L
Bopal,Apartment,3,1480,61,L
Bopal,Apartment,2,2685,1.35,Cr
Science City,Apartment,3,2358,1.55,Cr
Ambavadi,Apartment,3,2425,1.9,Cr
Science City,Apartment,3,1908,1.11,Cr
Jodhpur Village,Apartment,4,3200,2.6,Cr
Science City,Apartment,2,1107,55,L
Science City,Apartment,2,1350,81,L
Science City,Apartment,4,3735,2.28,Cr
Bopal,Apartment,3,1985,81,L
Ambli,Apartment,3,2838,1.85,Cr
Satellite,Apartment,3,1800,75,L
Satellite,Apartment,2,945,60,L
Naranpuraa,Apartment,3,1890,1.55,Cr
Jodhpur Village,Apartment,3,1638,88,L
Prahlad Nagar,Apartment,4,2750,1.65,Cr
Shela,Apartment,3,1876,87,L
Satellite,Independent House,2,1200,1.05,Cr
Satellite,Apartment,2,1200,53.51,L
Thaltej,Apartment,3,2178,1.6,Cr
Santej,Villa,4,3141,2.7,Cr
Science City,Apartment,3,2178,1.5,Cr
Bhadaj,Independent House,4,2394,1.6,Cr
Science City,Independent House,3,2610,2.75,Cr
Bodakdev,Apartment,2,990,55,L
Bodakdev,Apartment,3,2000,1.25,Cr
Khokhra,Apartment,2,720,39,L
Thaltej,Apartment,2,1256,44,L
Nikol,Apartment,2,1215,33.25,L
Bopal,Independent House,3,2000,85,L
Bopal,Apartment,3,1330,55,L
Bopal,Apartment,2,1175,53,L
Bopal,Apartment,5,3250,1.85,Cr
Bopal,Apartment,3,2800,1.85,Cr
Bopal,Apartment,3,1430,46,L
Bopal,Apartment,3,1725,57,L
Bopal,Apartment,2,1175,45,L
Bopal,Independent House,3,1200,60,L
Bopal,Independent House,3,1500,65,L
Bopal,Apartment,2,1415,55,L
Ambli,Apartment,4,2425,1.12,Cr
Bopal,Apartment,3,1530,45,L
Ambli,Apartment,3,1850,85.1,L
Bopal,Apartment,3,2000,58,L
Bopal,Independent House,4,2400,1.39,Cr
Bopal,Apartment,2,1175,36,L
Bopal,Apartment,3,1435,43,L
Bopal,Apartment,2,1250,37.5,L
Bopal,Apartment,3,1985,87,L
Bopal,Independent House,3,1980,1.39,Cr
Bopal,Apartment,3,1435,42.99,L
Bopal,Apartment,3,1430,46,L
Bopal,Apartment,3,1440,57,L
Bopal,Apartment,2,1215,40,L
Bopal,Apartment,3,1985,78.11,L
Ambli,Apartment,3,1850,85.1,L
Bopal,Apartment,2,1305,40,L
Bopal,Independent House,4,1500,70,L
Bopal,Apartment,2,1197,29,L
Bopal,Apartment,2,1050,38,L
Bopal,Apartment,3,1440,52,L
Bopal,Apartment,3,1530,60,L
Bopal,Apartment,3,1450,51,L
Bopal,Independent House,3,1800,1.6,Cr
Bopal,Independent House,4,2200,95,L
Bopal,Independent House,3,1701,89,L
Bopal,Apartment,3,1435,43,L
Bopal,Apartment,2,1250,37.5,L
Bopal,Apartment,3,1985,87,L
Bopal,Independent House,3,1980,1.39,Cr
Bopal,Apartment,3,1435,42.99,L
Bopal,Apartment,3,1430,46,L
Bopal,Apartment,3,1440,57,L
Bopal,Apartment,2,1215,40,L
Bopal,Apartment,3,1985,78.11,L
